,barbero,edited_transcription,path
250,1,"Il 29 luglio Il Kaiser e il cancelliere tedesco Batman Old si rendono conto che se la scommessa È che l'Inghilterra resti fuori dalla guerra. Bisogna, però capire come fare con questa cosa del Belgio, perché noi tedeschi invaderemo il Belgio. Ormai già deciso.",/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/250.flac
251,1,Allora il 29 luglio Il Kaiser e il cancelliere prende una decisione cruciale.,/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/251.flac
252,1,Che sarà poi giudicata concordemente La decisione più stupida che i tedeschi abbiano preso in quei giorni.,/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/252.flac
253,1,Scrivono a Londra al governo inglese garantendo.,/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/253.flac
254,1,"Primo che in questa guerra se c'è la guerra contro la Francia gli inglesi possono stare tranquilli La Germania non ha nessuna aspirazione territoriale, non vogliamo prenderci dei pezzi di Francia, quindi non vogliamo turbare l'equilibrio europeo.",/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/254.flac
255,1,"Secondo i tedeschi assicurano il governo inglese che se per caso durante la guerra dovessero essere costretti a invadere il Belgio, però alla fine della guerra Lo sgombre e sei belgi faranno i bravi e non Si mostreranno ostili gli pagheranno anche i danni e finalmente i tedeschi scrivono a Londra che Dopotutto però pensiamoci un po' bene perché noi tedeschi voi inglesi potremmo ancora metterci d'accordo insieme, siamo fortissimi, citiamo il mondo che vi importa voi che siete amici della Francia che mi importa del Belgio spartito Il mondo fra noi.",/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/255.flac
256,1,A Londra si vedono arrivare questo messaggio e rimangono tre colati.,/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/256.flac
257,1,C'è un alto funzionario del Ministero degli Esteri commenta queste sorprendenti offerte meritano un solo commento gettano una pessima luce sullo statista che l'ha formulato.,/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/257.flac
258,1,Oltretutto gli inglesi dicono ma come questi ci stanno dicendo che invaderanno il Belgio così per iscritto ce l'hanno messo.,/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/258.flac
259,1,Gray Chiama l'ambasciatore tedesco il principe di Cano.,/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/259.flac
260,1,E gli dice Ma guardate che se la guerra scoppia noi non possiamo restare fuori e a questo punto noi entriamo in guerra anche noi a fianco dei nostri amici.,/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/260.flac
261,1,Gray dice anche una cosa che in quei giorni Stanno ripetendo tutti quasi ossessiva.,/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/261.flac
262,1,Se la guerra scoppia sarà la più grande catastrofe che il mondo abbia visto.,/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/262.flac
263,1,"Però l'Inghilterra non può fare questo accordo con la Germania tradire i suoi amici sarebbe una vergogna Incancellabile, perciò pensateci bene a Berlino.",/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/263.flac
264,1,E tre per gli inglesi la responsabilità di tutto è a Berlino e a Berlino che devono fare un passo indietro.,/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/264.flac
265,1,"A queste notizie da Londra la reazione tedesca è incontrollata il Kaiser nota sulla comunicazione Grey, è una volgare canaglia, gli inglesi sono dei farabutti l'Inghilterra si assume ora l'intera responsabilità.",/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/265.flac
266,1,Di una guerra mondiale e quattro per i tedeschi la responsabilità è degli inglesi.,/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/266.flac
267,1,Quel giorno 29 luglio l'ambasciatore tedesco a Bruxelles Vomero salesch riceve un plico sigillato da Berlino?,/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/267.flac
268,1,Con l'ordine di non aprirlo fino a quando non arriveranno nuove comunicazioni telegrafiche.,/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/268.flac
269,1,Altro dettaglio inutile ma ormai ci siamo però in frigo lo stesso von belok è un diplomatico di carriera che ha l'abitudine di dire scherzando che lui porta sfortuna era in Cina è scoppiata la rivolta dei boxer.,/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/269.flac
270,1,"Era in Turchia è scoppiata la rivoluzione dei giovani turchi, però poi dice Adesso però son tranquillo, sono in Belgio a Bruxelles. Non succederà mai niente.",/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/270.flac
271,1,"Vendiamo i tempi, sennò vi faccio fare notte nella notte fra il 29 e il 30 luglio a Berlino non vanno a dormire perché le notizie da Londra le hanno gettati nel panico sta venendo fuori che l'Inghilterra entrerà in guerra il 30 luglio alle 3 del mattino Batman è tedesco, chiama Vienna e dice Ma non avete capito niente, volete davvero fare la guerra alla Serbia, andateci piano rallentate la Germania, non intende farsi trascinare in una guerra assurda per colpa dell'Austria.",/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/271.flac
272,1,"Immaginate la faccia che fanno Vienna dove fino al giorno prima i tedeschi, gli dicevano andate avanti. Quindi e cinque per i tedeschi la responsabilità Adesso è a Vienna.",/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/272.flac
273,1,però nel frattempo,/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/273.flac
274,1,Siamo ormai al 30 luglio.,/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/274.flac
275,1,La Russia dopo finiti i preparativi. Che già solo i preparativi occupano un po' di giorni il 30 luglio la Russia ordina la mobilitazione generale.,/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/275.flac
276,1,A Berlino i militari vanno dal governo e dicono Oh mobilitiamo anche noi subito il governo dice aspettiamo ancora un giorno perché magari a Vienna riescono a inventarsi qualcosa.,/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/276.flac
277,1,In questo giorno 30 luglio a Berlino la crisi fra militari e politici rasentano dico il colpo di stato ma l'altro tradimento sì.,/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/277.flac
278,1,Quel pomeriggio esce un giornale del pomeriggio All'epoca c'erano i giornali del pomeriggio in Germania che annuncia l'ordine di mobilitazione.,/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/278.flac
279,1,"Non è vero il giornale viene sequestrato, poi si scopre che lo Stato Maggiore che ha fatto filtrare la falsa notizia per mettere il governo davanti al fatto compiuto.",/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/279.flac
280,1,"Il generale fu molto che Telefona al suo collega austriaco il comandante austriaco Konrad l'Austria, non ha ancora mobilitato Fra l'altro. Perché l'Austria fa le cose con tale lentezza che non ha ancora mobilitato molte dice ancora mobilità tessuti subito perché siamo abilitate voi dovremmo mobilitare anche noi insomma i militari tedeschi Fanno di tutto per costringere il governo militare il governo tiene ancora duro.",/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/280.flac
281,1,Però è nel panico più totale quel giorno affiora un altro aspetto caratteristico delle comunicazioni di quegli ultimissimi giorni.,/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/281.flac
282,1,La sensazione che tutti hanno che sta succedendo una cosa che nessuno voleva e che non si riesce più a impedire.,/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/282.flac
283,1,al consiglio dei ministri il cancelliere tedesco Batman Old dice,/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/283.flac
284,1,"Tutti i governi compreso quello Russo e la maggioranza dei popoli erano per se stessi Pacifici, ma il sasso ha cominciato a rotolare.",/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/284.flac
285,1,Ecco che è una bella dichiarazione di resa della politica il sasso rotolo e noi non sappiamo più cosa.,/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/285.flac
286,1,quel giorno la borsa di New York crolla,/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/286.flac
287,1,31 luglio c'è il fuso orario al mattino arriva la notizia di New York la borsa di Londra Crolla la chiudono alle 10 del mattino per limitare le perdite.,/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/287.flac
288,1,"La Germania, non mobilita ancora.",/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/288.flac
289,1,"Ma manda un ultimatum alla Russia, avete cominciato la mobilitazione sospendete se entro mezzanotte sospendete bene, altrimenti è la guerra.",/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/289.flac
290,1,"A Londra quel 31 luglio Grey ministro degli Esteri, ormai è convinto che la guerra è inevitabile che l'Inghilterra deve entrare ma è in minoranza nel governo il governo continua a dire Noi non c'entriamo niente.",/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/290.flac
291,1,Grey fa quello che può manda un telegramma a Parigi e uno a Berlino chiedendo la garanzia che sarà rispettata. La neutralità del Belgio di francese rispondono entro un'ora i tedeschi non rispondono.,/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/291.flac
292,1,"Primo agosto Grey parla al governo definisce la Germania un aggressore pericoloso quanto Napoleone e lascia capire che lui si dimetterà se l'Inghilterra non entra in guerra, ma la maggioranza dei ministri è contraria la maggioranza dei ministri minaccia di dimettersi se si fa la guerra.",/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/292.flac
293,1,"Fuori dalla porta c'è l'ambasciatore francese Cambon che aspetta che in tutti quei giorni non ha fatto altro. Voi capite il mestiere della Messa alla francese a Londra in quei giorni garantirci che visto che la guerra sta per scoppiare gli inglesi entrano in guerra con noi, siamo così amici.",/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/293.flac
294,1,Grey è costretto a uscire e dire a Cambon che non c'è nessuna garanzia il governo non concede niente.,/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/294.flac
295,1,"Cambon entra nell'ufficio di un amico lì al Ministero degli Esteri inglese, l'amico lo descrive bianco come un cencio sul punto di scoppiare a piangere l'ambasciatore francese crolla su una sedia e dice all'amico ci mollano.",/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/295.flac
296,1,Intanto però tutto precipita quel primo agosto La Germania dichiara guerra alla Russia.,/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/296.flac
297,1,"È la prima dichiarazione di guerra tra le due grandi potenze, perché la Germania dichiara guerra ma perché è la prassi abbiamo mandato l'ultimatum abbiamo detto ai russi entro mezzanotte sospendete I Russi non hanno sospeso, perciò dobbiamo dichiarare guerra la sera prima si sono trovati a casa di Batman Olga i ministri. Per stilare la dichiarazione di guerra alla Russia il ministro della Marina, ha detto Ma perché dobbiamo dichiarare guerra se abbiamo fatto di tutto per non farlo impressione che siamo noi gli aggressori perché dobbiamo dichiarare guerra noi gli rispondono che i tecnici del Ministero degli Esteri hanno detto che si fa così la prassi è quella hai mandato l'ultimatum. Dopo l'ultima puntata deve dichiarare guerra.",/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/297.flac
298,1,Lo stesso giorno primo agosto alle quattro del pomeriggio La Germania dichiara guerra alla Russia e ordina alla mobilitazione generale per loro è davvero la stessa cosa.,/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/298.flac
299,1,Ma c'è ancora spazio per una commedia un equivoco Grotte?,/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/299.flac
300,1,Alle 5 del pomeriggio arriva a Berlino un telegramma dall'ambasciatore a Londra il principe di CNO.,/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/300.flac
301,1,"The floor che dice devo vedere Grey il ministro degli Esteri inglese, fra poco mi ha convocato. Stamattina mi è sembrato di capire che l'Inghilterra vuol proporre un accordo se noi ci impegniamo a non attaccare la Francia anche l'Inghilterra e la Francia si impegnano a restare neutrali.",/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/301.flac
302,1,"telegramma arriva a Berlino e suscita un pandemonio il Kaiser e Batman Old cancelliere dicono fantastico, non dobbiamo più fare la guerra contro Francia Russia solo contro la Russia se l'Inghilterra e la Francia restano fuori siamo a posto, basta solo cambiare gli ordini di mobilitazione tutto contro la Russia, chiamano in generale, sono molte che al comando dell'esercito che organizza la grande mobilitazione 11.000 treni si sono già messi in movimento in quel preciso momento in tutte le stazioni in tutte le caserme della Germania arriva il telegramma con gli ordini segreti, si è messo in movimento tutto richiamano con molti al palazzo imperiale con molte",/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/302.flac
303,1,Mi devo dire questo ti fa molto che lui non è un grande generale lo faranno fuori presto.,/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/303.flac
304,1,"Un famosissimo generale, prussiano vincitore di tutte le guerre è quel famoso che il giovane è lì più che altro perché il nipote di quel grande zio ma è un uomo dai nervi un po' fragili arriva al palazzo imperiale e gli dicono guarda che telegramma da Londra probabilmente l'Inghilterra e la Francia restano fuori fantastico, cambia gli ordini di mobilitazione tutto contro la Russia.",/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/304.flac
305,1,Affondò che viene un Acci.,/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/305.flac
306,1,"Si mette a piangere e dichiara che non si può fare è già tutto in movimento 11.000 treni milioni di persone tutto calcolato al secondo non si può fare insistono molte che ripeto è sull'orlo del collasso, quella sera tornerà a casa avrà un infarto ma tiene duro, invece non si può fare il Kaiser gli dice suo zio mi avrebbe dato un'altra risposta.",/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/306.flac
307,1,Molte è un uomo finito.,/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/307.flac
308,1,"Intanto però la mobilitazione non si può cambiare e quindi continua tutto secondo i piani quella sera i tedeschi invadono il Lussemburgo primo passo per l'invasione del Belgio, però prima di invadere il Belgio. Bisogna rispettare le forme dagli ultimatum il 2 agosto.",/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/308.flac
309,1,Fondò lo usa l'esca Bruxelles arriva il telegramma. Apri il plico sigillato porta l'ultimatum al Belgio facendo finta che sia appena arrivato. C'è la lì davanti giorni.,/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/309.flac
310,1,"L'ultimatum al Belgio dice ai belgi è un cumulo di bugie, qui comincia un altro aspetto sto finendo. Eh, ma l'ultimo aspetto un po' grottesco di questa situazione.",/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/310.flac
311,1,,/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/311.flac
312,1,Eh quindi dicono i belgi,/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/312.flac
313,1,Sappiamo da Fonte sicura che la Francia sta per invadere il Belgio.,/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/313.flac
314,1,"Noi tedeschi. Voi capite per la nostra sicurezza dobbiamo venire anche noi in Belgio, ma non vorremmo che i belgi lo interpretano come un atto di ostilità.",/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/314.flac
315,1,"Se il Belgio rimane neutrale si comporta bene i tedeschi alla fine della guerra Lo evacue, promesso.",/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/315.flac
316,1,i belgi decidono di resistere,/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/316.flac
317,1,Quella sera a Berlino a casa di Batman hollweg si prepara la dichiarazione di guerra alla Francia?,/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/317.flac
318,1,"L'ammiraglio fumetti dice Ma perché dobbiamo dichiarare guerra anche alla Francia, aspettiamo che ce la dichiarino loro gli spiegano che secondo le regole bisogna fare così.",/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/318.flac
319,1,Anche la dichiarazione di guerra alla Francia è un cumulo di bugie.,/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/319.flac
320,1,"Aerei francesi hanno sorvolato la Germania hanno gettato bombe hanno ammazzato civili, perciò la Francia si è messa in guerra da sole.",/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/320.flac
321,1,"Evidentemente anche quando si fa la politica di Potenza c'è questo bisogno di aggrapparsi a qualcosa per l'opinione pubblica, forse.",/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/321.flac
322,1,A me torna in mente Colin Powell all'onu quella provetta delle armi batteriologiche di Saddam Hussein. Ma insomma comunque,/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/322.flac
323,1,Quella sera 2 agosto.,/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/323.flac
324,1,"A Londra Grey viene a sapere dell'ultimatum tedesco al Belgio e strappa, finalmente al governo inglese l'ordine di mobilitazione parecchi ministri si dimettono quella sera un diplomatico americano a Bruxelles Annota sul suo diario. Che strano fino a qualche giorno fa si parlava tanto della Serbia.",/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/324.flac
325,1,"Adesso ne parla più nessuno, è come se se la fossero tutti dimenticata.",/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/325.flac
326,1,3 agosto siamo davvero alla fine.,/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/326.flac
327,1,La Germania dichiara guerra alla Francia,/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/327.flac
328,1,"Gray strappa la camera dei comuni Finalmente il primo Parlamento che entra in gioco e che fa qualcosa in questa crisi che è stata tutta gestita dai governi, dai sovrani Grey strappa alla camera dei comuni l'autorizzazione a mandare ai tedeschi è un ultimatum se invadono il Belgio e la guerra quattro agosto i tedeschi invadono il Belgio.",/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/328.flac
329,1,L'ambasciatore inglese arriva con l'ultimatum dal cancelliere Batman Holland senza sapere che quel mattino i tedeschi hanno già cominciato l'invasione del Belgio.,/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/329.flac
330,1,"E l'intera vicenda si conclude anche questa mio racconto si conclude con due frasi celebri una celeberrima uno un po' meno la frase celeberrima è quella del cancelliere tedesco bettmann holweg che quando arriva l'ambasciatore inglese con l'ultimatum gli fa una scenata e gli dice Ma come Ma voi inglesi un popolo Germanico anche voi come noi ci colpiti alle spalle in questo modo, ma per cosa? Ma per la garanzia che avevamo dato al Belgio della sua neutralità voi ci fate questo vi assumete questa responsabilità? È tutto per un pezzo di carta?",/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/330.flac
331,1,"Che era una frase che appunto è passata alla storia come emblema, diciamo di questa politica.",/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/331.flac
332,1,"Che pensa di poter firmare i trattati e poi insomma, se uno vuole poi fa finta che non ci siano. Ecco i trattati. L'altra frase storica è un po' meno storica. Ma insomma del kaiser.",/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/332.flac
333,1,"Il quale ricordiamolo Era cugino del re d'Inghilterra e dello zar si chiamavano tutti col nomignolo e si davano del tu e quando è ovvio a questo punto che c'è la guerra contro la Russia contro la Francia è anche contro l'Inghilterra e son tutti i nipotini della regina Vittoria, vi ricordate il Kaiser di Chiara? Chi l'avrebbe detto che Georgie e Nicki mi stavano per tradire, se fosse vissuta mia nonna non l'avrebbe mai permesso.",/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/333.flac
334,1,Grazie per aver ascoltato questo puntata del podcast di Alessandro Barbero nella descrizione dell'episodio trovate il link al sito del festival della mente le altre puntate della serie come scoppiano le guerre rispettivamente sulla seconda guerra mondiale sulla guerra delle Falkland le trovate pubblicate come episodi otto e nove.,/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/334.flac
335,1,"Si avvicina il natale e anche il podcast si prenderà un paio di settimane di pausa l'ultima puntata dell'anno uscirà il 19 dicembre con il rispettivo palco da mercoledì il 22 dicembre, poi ci risentiamo domenica 9 gennaio. A proposito di palco l'appuntamento è come sempre questo mercoledì il 15 dicembre alle 21 sulla Community discord per informazioni sulla Community su come entrare su come funziona guarderò podcast.it.",/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/335.flac
336,1,La musica è come sempre il George Street shuffle di Kevin macloud in compiti.com pubblicate con licenza Creative commons CC by 4.0.,/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/336.flac
337,1,Ci sentiamo la settimana prossima con la nuova puntata del podcast di Alessandro Barbero. Ciao,/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/337.flac
