,barbero,edited_transcription,path
149,1,"È un paese dove le cose son fatte con lentezza ci sono due governi, quello austriaco dell'ungherese, devono mettersi d'accordo e poi l'esercito austriaco è un esercito lento arretrato ci mette tanto tempo per prepararsi oltretutto pensate una cosa che oggi non penserebbe nessuno è luglio.",/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/149.flac
150,1,"È l'epoca del raccolto i soldati sono tutti a casa in licenza l'Austria, è un paese agricolo per raccogliere il grano. Ci vuole tempo. gli austriaci Non hanno fretta. a Berlino fremono, stiamo sempre a rimorchio di questo paese arretrato.",/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/150.flac
151,1,Finalmente il 23 luglio quasi un mese dopo l'ultimatum austriaco è pronto,/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/151.flac
152,1,"Viene consegnato al governo serbo. è un ultimatum durissimo, gli austriaci dicono alla Serbia il governo serbo non ha fatto niente per impedire il proliferare del terrorismo,",/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/152.flac
153,1,"Ufficiali e funzionari serbi sono coinvolti nell'attentato di Sarajevo. Perciò noi austriaci, vogliamo che il governo serbo pubblichi una dichiarazione in cui si dissocia da ogni forma di ostilità all'austria.",/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/153.flac
154,1,"Il governo serbo dovrà chiudere tutti i giornali e sciogliere tutte le associazioni che seminano odio contro l'Austria, il governo serbo dovrà licenziare tutti i funzionari pubblici e gli ufficiali che sono in qualche modo coinvolti con forme di ostilità contro l'Austria, dovrà far arrestare queste persone, gli austriaci presentano l'elenco, e dovrà aprire indagini contro il terrorismo sul territorio serbo a cui parteciperanno inquirenti austriaci.",/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/154.flac
155,1,Il 24 luglio le capitali di tutto il mondo si svegliano con la notizia di questo ultimatum e l'ultimatum viene accolto malissimo,/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/155.flac
156,1,A Pietroburgo il ministro degli Esteri Russo convoca l'ambasciatore austriaco e gli dice ma voi volete fare la guerra la Serbia?,/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/156.flac
157,1,"Sono i tedeschi che vi aizzano, voi state appiccando il fuoco all'Europa, vi assumete una grave responsabilità",/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/157.flac
158,1,"E uno per i russi la responsabilità è di Vienna e degli austriaci, ne vedremo tutta una serie di queste frasi, vi assumete voi la responsabilità questa è solo la prima.",/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/158.flac
159,1,Anche a Londra il ministro degli Esteri Grey è esterrefatto. Chiama l'ambasciatore tedesco Lichnovsky.,/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/159.flac
160,1,Gli dice ma non ho mai visto uno stato che manda a un altro stato un documento così. Non è possibile che I serbi lo accettino,/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/160.flac
161,1,Qui c'è un piccolo dettaglio d'epoca. No per dare il senso dell'epoca il principe Lichnovsky Ambasciatore tedesco dice,/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/161.flac
162,1,"Certo che il linguaggio dell'ultimatum è un po' duro ma Voi capite è rivolto un popolo balcanico, mica a un popolo civile.",/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/162.flac
163,1,I popoli balcanici non possono essere considerati con gli stessi criteri dei popoli civili Kulturvölker europei.,/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/163.flac
164,1,ora,/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/164.flac
165,1,Siamo a Londra. Dunque in questo scambio di battute fra Gray e Lichnovsky. Cosa succede a Londra? a Londra effettivamente la scommessa dei tedeschi per il momento sembra che regga l'opinione pubblica inglese se ne infischia nel modo più assoluto della Serbia.,/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/165.flac
166,1,L'Inghilterra non ha alleanze con nessuno.,/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/166.flac
167,1,"Avrebbe un'amicizia con la Francia che dura da anni questo va detto i militari inglesi e francesi sono abituati a consultarsi hanno preparato anche dei piani insieme han fatto abbastanza amicizia, ma non ci sono obblighi non ci sono trattati.",/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/167.flac
168,1,"E L'Inghilterra è un paese isolazionista in quel momento. L'Inghilterra è un paese che domina il mondo ha l'india, l'Africa, le colonie, il commercio, la borsa se ne infischia delle piccole controversie continentali e in particolare dei Balcani.",/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/168.flac
169,1,I giornali inglesi in quei giorni scrivono Ma perché dovremmo farci trascinare in una guerra di qualcun altro?,/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/169.flac
170,1,c'è un giornale di Manchester in cui esce un articolo il cui tema è,/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/170.flac
171,1,Tanto poco Belgrado si preoccupa di Manchester altrettanto poco Manchester si preoccupa di Belgrado.,/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/171.flac
172,1,La controprova del fatto che l'Inghilterra fino a quel momento era proprio fuori da questi pensieri sono i verbali del governo inglese delle riunioni di governo. dal giorno dell'attentato di Sarajevo 28 giugno al giorno in cui tutto il mondo è messo al rumore perché gli austriaci hanno consegnato l’ultimatum alla Serbia 24 luglio per quasi un mese il governo inglese non ha mai discusso di politica estera.,/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/172.flac
173,1,"Hanno dei problemi loro hanno L'Irlanda che non è ancora indipendente dove c'è il terrorismo, c'è di tutto la rivoluzione che sta per scoppiare la politica estera per gli inglesi non esiste. c'è solo qualcuno in Inghilterra che Ragiona diversamente",/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/173.flac
174,1,"C'è qualche funzionario del Ministero degli Esteri, noi lo sappiamo per gli appunti che si scambiano in quei giorni c'è qualche funzionario del Ministero degli Esteri che invece ha paura di quello che sta succedendo. è di nuovo il paradosso della sicurezza. Noi siamo abbastanza sicuri? la Germania sta diventando molto forte",/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/174.flac
175,1,"I tedeschi dicono che lo fanno solo perché han paura di noi, ma però se diventano troppo forti? allora qualche altro funzionario del Ministero degli Esteri a Londra in quei giorni dice",/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/175.flac
176,1,Noi dobbiamo stare coi francesi con i russi perché questa lotta non è per il possesso della Serbia.,/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/176.flac
177,1,Ma fra una Germania che aspira alla dittatura politica in Europa e le potenze che vogliono restare libere,/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/177.flac
178,1,E poi c'è qualcuno che la pensa così in Inghilterra e sono i militari. i militari sono abituati ormai a considerarsi amici dei Francesi fare le cose insieme a loro,/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/178.flac
179,1,"Sanno che sarà difficile che l'Inghilterra entri in guerra con la Francia perché l'opinione pubblica non lo vuole ed è da anni che rimuginano su questa cosa, anche qui è impressionante vedere come per anni e anni loro hanno pensato è discusso e ragionato fra loro quando verrà la prossima guerra, cosa facciamo? C'è un aneddoto rivelatore 1910",/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/179.flac
180,1,un generale inglese molto amico dei Francesi Wilson,/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/180.flac
181,1,Sta parlando con un generale francese Foch.,/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/181.flac
182,1,"E Wilson gli dice Beh se scoppia la guerra ammesso che veniamo ad aiutarvi. Io spero Eh, ma chi lo sa e dice Wilson. Insomma quale sarebbe il numero minimo di soldati inglesi che potrebbero davvero essere d'aiuto alla Francia?",/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/182.flac
183,1,Siamo quattro anni prima eh nel 10. quale sarebbe il numero minimo di soldati inglesi che potrebbe essere d'aiuto alla Francia? e Foch risponde un solo soldato inglese e noi faremo in modo che venga ucciso,/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/183.flac
184,1,Perché quello che conta è che l'opinione pubblica inglese sia mobilitata per una causa.,/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/184.flac
185,1,È quasi mezzanotte cominciamo il conto alla rovescia.,/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/185.flac
186,1,Il 25 luglio arriva la risposta serba all'ultimatum i serbi accettano quasi tutte le condizioni.,/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/186.flac
187,1,"Intanto però la Serbia rivolge un appello allo Zar per essere sicura che lo zar di Russia li sosterrà se saranno aggrediti. lo zar risponde ai serbi potete contare su di noi, quel giorno lo zar prende una decisione simbolica, anche le cose simboliche contano in politica",/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/187.flac
188,1,Tutti gli allievi ufficiali dell'ultimo anno che si trovano in Russia sono promossi ufficiali lo stesso giorno alla stessa ora: l'ora in cui scade l'ultimatum austriaco alla Serbia. Più chiaro di così non potrebbe essere,/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/188.flac
189,1,26 luglio l'Austria respinge la risposta serba,/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/189.flac
190,1,Avendo respinto la risposta vuol dire che farà la guerra,/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/190.flac
191,1,"Quel giorno succede una cosa a Londra è un dettaglio. Ho riempito di dettagli questa lezione. Il che vuol dire che farò tardi e voi avrete pazienza, non ho avuto coraggio di tagliare tante cose questo dettaglio a me sembra",/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/191.flac
192,1,Mi sembra un dettaglio a suo modo anch’esso curioso.,/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/192.flac
193,1,"Il giorno in cui l'Austria respinge la risposta serba il ministro della Marina inglese il primo Lord dell'ammiragliato prende di sua iniziativa una decisione. la flotta da guerra inglese è impegnata in grandi manovre è tutta riunita con gli equipaggi al completo. Le grandi Manovre finiscono domani, dopodiché le squadre tornano a ciascuna al suo porto i marinai vanno in licenza. il primo Lord dell'ammiragliato di sua iniziativa ordina la flotta domani non si scioglie rimane tutta unita e si trasferisce nel porto da guerra a Scapa Flow nelle orcadi",/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/193.flac
194,1,"Ve lo racconto, anche perché il primo Lord dell'ammiragliato nel 1914 è Winston Churchill che noi siamo abituati ad associare piuttosto alla seconda guerra mondiale. Era ancora vivo quando ero bambino io e tanti di voi. Insomma ce lo ricordiamo e però pochi ricordano che era precoce Churchill era un giovanotto precoce ed era già ministro della marina nel 1914, è lui che decide che la flotta da guerra non si scioglie ma rimane pronta e anzi si ricovera nel porto da guerra",/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/194.flac
195,1,il giorno dopo la borsa tedesca crolla,/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/195.flac
196,1,"La notizia da Londra è sufficiente per far venire i dubbi, forse l'Inghilterra Dopotutto non rimane fuori",/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/196.flac
197,1,"Ah c’è ancora una cosa che vi devo spiegare per spiegarvi quali condizionamenti agiscono su questi militari e questi politici è l'ultima cosa spero che interrompe il nostro conto alla rovescia a questo punto. La guerra è sicura, almeno fra Austria e Serbia è sicura, poi si vedrà.",/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/197.flac
198,1,per fare la guerra,/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/198.flac
199,1,Questi paesi devono Per prima cosa decretare la mobilitazione,/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/199.flac
200,1,Cosa vuol dire? sono eserciti di Leva,/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/200.flac
201,1,"Il che vuol dire che il paese è pieno di ragazzi di uomini che hanno fatto il servizio militare negli anni scorsi e che possono sempre essere richiamati se scoppia la guerra, anzi che è sicuro che saranno richiamati. se scoppia la guerra l'esercito va immediatamente gonfiato raddoppiato triplicato, chiamando tutti quelli che sono a casa, questo è la mobilitazione, è una cosa estremamente complessa. Perché Voi capite si tratta di richiamare milioni di uomini vestirli in divisa armarli organizzare i reparti e metterli sui treni che li porteranno alla frontiera il tutto secondo dei piani anche quelli minuziosamente calcolati. la mobilitazione tedesca calcolata al minuto secondo prevede lo spostamento contemporaneo di 11000 treni. i tedeschi queste cose sono abituati a farle bene, è tutto previsto al minuto",/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/201.flac
202,1,"La mobilitazione voi lo capite è una decisione pesantissima. Tra l'altro costa un sacco di soldi, quindi nessuno lo fa se la situazione non è proprio diventata molto grave",/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/202.flac
203,1,Ma ci sono delle differenze fra un paese e l'altro ci sono paesi che sono lenti a mobilitare,/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/203.flac
204,1,"Uno a caso la Russia la Russia che è immensa e ha poche ferrovie. la Russia ci mette mesi a mobilitare l'esercito, quindi la Russia se la situazione si fa grave deve mobilitare un po' in fretta non può permettersi di aspettare",/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/204.flac
205,1,"Tant'è vero che il primo paese che comincia a parlare di mobilitazione il 26 luglio non è l'Austria che sta per fare la guerra la Serbia. Ma la Serbia è piccola, contro la Serbia non c'è bisogno di mobilitare tutto l'esercito. il primo paese che comincia a parlare di mobilitazione è la Russia che sa che ci metterà tanto tempo.",/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/205.flac
206,1,Invece c'è un paese in Europa. Adesso vediamo se Indovinate qual è?,/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/206.flac
207,1,Che è sicuro di mobilitare in frettissima,/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/207.flac
208,1,I piani sono precisissimi tanto che loro hanno già deciso che se mobilitano è perché c'è la guerra,/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/208.flac
209,1,"Non c'è uno spazio una differenza fra le due decisioni, se mobilitano tanto vale fare la guerra subito subito subito subito subito. Avete capito tutti sono i tedeschi",/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/209.flac
210,1,allora lo stesso 26 luglio in cui l'Austria respinge la risposta serba pur molto moderata l'ultimatum il cancelliere tedesco Bethmann Hollweg avverte il governo Russo e gli dice attenzione perché se la Russia mobilità Ci minaccia.,/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/210.flac
211,1,Ma se noi siamo minacciati. allora dobbiamo mobilitare anche noi. Ma guardate che se noi tedeschi mobilitiamo è la guerra.,/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/211.flac
212,1,"Ma non possiamo ammettere che la Russia voglia scatenare una tale guerra europea. e due, per i tedeschi la responsabilità è dei russi sono i russi che devono decidere di fare un passo indietro e non mobilitare.",/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/212.flac
213,1,28 luglio colpo di scena il Kaiser torna dalla crociera e gli fanno leggere la risposta serba all’ultimatum austriaco,/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/213.flac
214,1,e il Kaiser dice ma benissimo è tutto quello che volevamo. Anzi perfino di più la risposta serba elimina ogni motivo di guerra. la gioia del kaiser quando scopre questa cosa è il primo sintomo che i tedeschi,/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/214.flac
215,1,"Anche se il generale Von Moltke due mesi prima ha detto adesso siamo pronti, però un conto è dirlo in teoria adesso che sta succedendo davvero cominciano a comparire i sintomi che anche i tedeschi non sono poi così sicuri di voler fare questa guerra. Il Kaiser è felice la risposta serba mette tutto a posto, Niente guerra.",/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/215.flac
216,1,Peccato che quel giorno stesso l'Austria dichiara guerra alla Serbia,/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/216.flac
217,1,I tedeschi non hanno fatto altro che insistere,/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/217.flac
218,1,"Ancora una volta dobbiamo capirla la gente di allora, c'è una tale mobilitazione popolare in Austria, la gente è convinta andiamo a punire questi terroristi che minacciano il mondo. c'è un tale ve ne do un esempio Sigmund Freud. Freud che austriaco vive a Vienna ha 58 anni, è già un uomo maturo ha vissuto tutta la sua vita nell'Impero austriaco. Freud, quando l'Austria dichiara guerra alla Serbia Freud dice scrive non so più ma comunque è accertata la cosa per la prima volta da trent'anni mi sento veramente austriaco",/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/218.flac
219,1,Per la prima volta penso che questo Impero forse ha un futuro e poi questo è veramente un virgolettato. Eh tutta la mia libido è rivolta all'Austria-Ungheria.,/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/219.flac
220,1,Questo era il 28 luglio.,/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/220.flac
221,1,Il 29 luglio la Russia comincia i preparativi di mobilitazione,/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/221.flac
222,1,"Cioè esattamente la cosa che i tedeschi gli avevano detto Non fatelo perché sennò è la guerra. la Russia mobilità perché ha paura e neanche i russi vorrebbero fare la guerra come si scopre da un altro episodio che comincia questo 29 luglio che è molto curioso. che è anch'esso tipico di questa strana epoca perché l'Europa di questi anni è veramente strana è sospesa tra la modernità la democrazia parlamentare liberale, e l'arcaismo di questi imperi dinastici dove imperatori e Re hanno ancora potere. il 29 luglio comincia la storia dei telegrammi di Nicky a Willy e di Willy a Nicky.",/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/222.flac
223,1,Comincia con un telegramma dello zar di Russia Nicola che quel 29 luglio manda un telegramma al Kaiser Guglielmo contro cui sta per mobilitare l'esercito,/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/223.flac
224,1,"Lo zar Nicola manda un telegramma al Kaiser in inglese. Questo è anche molto significativo dà l'idea di Che cos'è ormai l'Inghilterra 50 anni prima, se uno Zardo doveva scrivere un re di Prussia. Gli scriveva in francese. Adesso invece loro si parlano e si scrivono in inglese. tenete conto per apprezzare la situazione",/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/224.flac
225,1,"Che lo zar Nicola, l'imperatore Guglielmo e il re d'Inghilterra Giorgio sono cugini primi",/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/225.flac
226,1,"Sono cugini primi sono tutti i nipoti della regina Vittoria, ricordate la regina Vittoria dell'800 morta nel 1900 e rotti. Insomma sono tutti i suoi nipotini, sono cugini primi si danno del tu si chiamano col diminutivo, dunque lo zar di Russia il 29 luglio manda un telegramma al Kaiser. Sono contento che sei tornato dalla crociera.",/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/226.flac
227,1,Il momento è serio e ho bisogno del tuo aiuto.,/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/227.flac
228,1,"Una guerra ignobile è stata dichiarata contro un paese debole, ovviamente si schiera con la Serbia. in nome della nostra vecchia amicizia",/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/228.flac
229,1,"Ti prego di fare tutto quello che puoi per fermare i tuoi alleati, cioè gli austriaci firmato Niki.",/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/229.flac
230,1,"Il Kaiser risponde lo stesso giorno in inglese dicendo Ma guarda la cosa dell'altro punto di vista la Serbia è uno stato terrorista, l'Austria, è stata ha diritto e così via. Dai su dovete capire voi i russi fate voi un passo indietro firmato Willy.",/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/230.flac
231,1,Si scrivono per quattro giorni una dozzina di telegrammi Nikki a Willy e Willy a Nicky fino al primo agosto quando Willy dichiara guerra Niki.,/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/231.flac
232,1,Comunque non precorriamo i tempi abbiamo ancora appunto quattro giorni da sistemare,/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/232.flac
233,1,"29 luglio I tedeschi sono furibondi contro questi stupidi russi che non hanno capito che mobilitando provocano la guerra. il generale Von Moltke: la Russia si è schierata a fianco di un paese criminale di un covo di terroristi, così incomincerà lo sbranamento reciproco degli Stati civili europei",/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/233.flac
234,1,"Una guerra, è sempre il generale Von Moltke che annienterà la civiltà di quasi tutta Europa per decenni.",/hd4tb/archivio_barbero/splits/7_La_Prima_Guerra_Mondiale__Come_scoppiano_le_guerre__Barbero_Riserva_Festival_della_Mente_2014/234.flac
